text,label,text_clean
"Playing the “rigged” card: Trump, Jones and other conspiracy mongers must look within the GOP for the legit scandals",1,play rig card trump jones conspiracy monger must look within gop legit scandal
“Brexit means Clusterfuck” confirms Prime Minister,0,brexit mean clusterfuck confirm prime minister
Why Netanyahu is confronting the White House,1,netanyahu confront white house
‘Ignored’ voter to become ‘absolutely shafted’ voter,0,ignore voter become absolutely shaft voter
Hillary Reboots ‘Vast Right-Wing Conspiracy’ Playbook,0,hillary reboot vast right wing conspiracy playbook
"GOP Leaders: Donald Trump, Paul Ryan Meeting 'Critical'",1,gop leader donald trump paul ryan meeting critical
Can U.S. Elections Really Be Stolen? Yes      : Information Clearing House - ICH,0,election really steal yes information clearing house ich
Obamacare group slashes staff,1,obamacare group slash staff
Obama Admits to Rigged Elections back in 2008,0,obama admit rig election back
Alien Insects Capture In UK,0,alien insect capture uk
"Hesston, Kansas, mass shooting: what we know",1,hesston kansas mass shooting know
Janet Yellen won't say when interest rates will rise because she doesn't know,1,janet yellen not say interest rate rise not know
"Actually, many Trump voters are in one basket and it’s both racist and economically frustrated",1,actually many trump voter one basket racist economically frustrate
EWAO Stephen Hawking Warns: STOP Searching for Aliens before its TOO LATE,0,ewao stephen hawk warn stop search alien late
Chinese may become Russia’s second largest ethnic population by 2050 | Russia & India Report,0,chinese may become russia second large ethnic population russia india report
Clinton Cries Racism Tagging Trump with KKK; Trump Says 'She Lies',1,clinton cry racism tagging trump kkk trump say lie
There's Something O'Reilly Trusts Even Less Than Iran,1,something reilly trust even less iran
"Meet the Neocons, 9/11 Criminals and Goldman Bankers On Team Trump : The Corbett Report",0,meet neocon criminal goldman banker team trump corbett report
This Times newspaper correction is amusing,0,times newspaper correction amusing
Obama vowed to be the healer-in-chief. He never made the effort - The Boston Globe,1,obama vow healer chief never make effort boston globe
"6 neo-Nazis arrested in Motorola assassination case, SBU plot exposed - Fort Russ",0,neo nazi arrest motorola assassination case sbu plot expose fort russ
Clinton campaign: WikiLeaks hack gets ‘closer and closer to the Trump campaign’,1,clinton campaign wikileak hack get close close trump campaign
Did Hillary Insult Sanderistas as ‘Basement Dwellers’? No—Just the Opposite,1,hillary insult sanderista basement dweller no opposite
Packer to lose more money as Carey wants back-out fee,0,packer lose money carey want back fee
Assange: Clinton Campaign Tried To Hack WikiLeaks,0,assange clinton campaign try hack wikileak
"Paul: Laws on sexuality could be more ‘neutral,’ but all should be protected",1,paul laws sexuality could neutral protect
What to watch in Tuesday's primaries,1,watch tuesday primary
GOP senators demand answers over disclosure of mission to oust ISIS from Mosul,1,gop senator demand answer disclosure mission oust isis mosul
Comment on WATCH: Human Rights Activists Are Targeting The China Dog Meat Festival by information security architect,0,comment watch human right activist target china dog meat festival information security architect
Why Has Putin Pointed Russia's SATAN Nukes at the US? | Silver Doctors,0,putin point russia satan nuke we silver doctor
ELECTION DAY QUESTION: Do You Want To Glow In The Dark?,0,election day question want glow dark
"Trump's economic team has a lot of billionaires, very few economic experts",1,trump economic team lot billionaire economic expert
Family issues weigh heaviest on Biden as he considers a 2016 campaign,1,family issue weigh heavy biden consider campaign
Constitutional Law Expert: Comey Did NOT Violate Law By Announcing Email Investigation,0,constitutional law expert comey not violate law announce email investigation
Democratic candidates exhibit a new ferocity in last debate before N.H. vote,1,democratic candidate exhibit new ferocity last debate vote
Can Trump Save America Like Putin Saved Russia? — The Saker,0,trump save america like putin save russia saker
5 takeaways from the New York primary,1,takeaways new york primary
NATO Confirms Major Troop Buildup In Eastern Europe,0,nato confirm major troop buildup eastern europe
Gary Johnson and Bill Weld Shift Focus to Answering Questions Outside of Debates,1,gary johnson bill weld shift focus answer question outside debate
"Ryan Endorses Trump, Trump Crushes Ryan’s Dreams",1,ryan endorse trump trump crush ryan dream
The reinvention of Mitt Romney,1,reinvention mitt romney
Has family guy gone nuts?,0,family guy go nuts
Donald Trump is really going to be the nominee. This is actually happening.,1,donald trump really go nominee actually happen
Political polarization is getting worse. Everywhere.,1,political polarization get bad everywhere
Rubio Goes From Robot to Terminator Against Donald Trump,1,rubio go robot terminator donald trump
Destruction of Walk Of Fame star leaves Donald Trump down to his last six Horcruxes,0,destruction walk fame star leave donald trump last six horcruxe
"Nobody Won the VP Debate, Least of All the American Electorate",1,nobody win vp debate least american electorate
Fox News Eats Its Own,1,fox news eat
"Exchange of equipment, arms & experience: Large-scale joint NATO drills held in Romania",0,exchange equipment arm experience large scale joint nato drill hold romania
"New math: Where Trump, Clinton stand after primary victories",1,new math trump clinton stand primary victory
What do the protesters believe they are protesting? | OffGuardian,0,protester believe protest offguardian
Donald Trump Bans 'Washington Post' From Campaign Events,1,donald trump bans washington post campaign event
Debate over the Cleveland Indians’ Mascot,0,debate cleveland indians mascot
Senate Debate Reveals Absurd Level Of Trade Deal Secrecy,1,senate debate reveal absurd level trade deal secrecy
ISLAM NOT WELCOME: Obama just got TERRIBLE NEWS – THIS could END his MUSLIM “REFUGEE” Program… FOREVER!,0,islam not welcome obama get terrible news could end muslim refugee program forever
McConnell: Trump's Muslim ban wouldn't pass the Senate,1,mcconnell trump muslim ban would not pass senate
Putin Warns “US Has Pushed Russia Back Into Nuclear Arms Race”,0,putin warn we push russia back nuclear arm race
Israel Refuses Participation In Paris Peace Conference,0,israel refuse participation paris peace conference
"Obama nominates Merrick Garland to Supreme Court, sets up Senate showdown",1,obama nominates merrick garland supreme court set senate showdown
‘Like Asking if You’ll Stop Beating Your Wife’: Saudi Ambassador to US Dodges Yemen Cluster Bomb Question - American Herald Tribune,0,like ask stop beat wife saudi ambassador us dodge yemen cluster bomb question american herald tribune
National Attention On Ayotte - Hassan (*NH) Senate Race,0,national attention ayotte hassan nh senate race
Trump has lit a fire. Can it be contained?,1,trump light fire contain
Energy Update – Super High Geomagnetic Solar Winds,0,energy update super high geomagnetic solar wind
Family history hounds Jeb Bush on campaign trail,1,family history hound jeb bush campaign trail
Donors to G.O.P. Candidates: You’re on Your Own,1,donor candidate
What's NaNoWriMo? Your Story. 30 Days. Try it.,0,nanowrimo story day try
Investors Intelligence Says Here Is The Key To A Turnaround In Gold & Silver!,0,investors intelligence say key turnaround gold silver
Allowing Refugees in US an Open Door to Terror?,1,allow refugee we open door terror
The Loosening Grip,0,loosen grip
"Holder: Ferguson shooter 'disgusting,' 'punk'",1,holder ferguson shooter disgusting punk
‘Are We Next?’,1,next
Reductress » This Little Girl’s Mind-Blowing Protest Speech Is Everything Her Mother Told Her to Say,0,reductress little girl mind blow protest speech everything mother tell say
Gay Rights Will Continue to Divide Republicans: Albert R. Hunt,1,gay right continue divide republicans albert hunt
Love Trumps Hate: GoFundMe To Rebuild Church Torched By Trump Supporter SHATTERS Fundraising Records,0,love trump hate gofundme rebuild church torch trump supporter shatter fundraise record
Jake Tapper: Where were U.S. leaders in Paris march?,1,jake tapper leader paris march
Hillary Campaign Launching Attacks on the FBI,0,hillary campaign launching attack fbi
Report: Trump Used Foundation Money to Launch Presidential Campaign,1,report trump use foundation money launch presidential campaign
"Republicans start small on ObamaCare, cross fingers for court intervention",1,republicans start small obamacare cross finger court intervention
Don’t Despair: Why This Election Is Our Greatest Blessing,0,don despair election great blessing
Re: It Is Now Mathematically Impossible To Pay Off The U.S. National Debt,0,mathematically impossible pay national debt
Trump relents after withholding medical records,1,trump relent withhold medical record
"President Obama Gets Real, Not Revenge, On Republicans",0,president obama get real not revenge republican
We can't reward Hillary Clinton with the White House for breaking all the rules,1,can not reward hillary clinton white house break rule
Hillary accepts the nomination: A bold speech for a singular moment in American history,1,hillary accept nomination bold speech singular moment american history
ECB policymakers tout December stimulus extension,0,ecb policymaker tout december stimulus extension
Here’s How Goldman Sachs Lays People Off | Financial Markets,0,goldman sachs lay people financial market
George P. Bush says father Jeb Bush is ‘seriously considering’ 2016 run,1,george bush say father jeb bush seriously consider run
Ben Carson’s harsh spotlight: An unfit candidate struggles under intense scrutiny,1,ben carson harsh spotlight unfit candidate struggle intense scrutiny
How Hedonistic Game Became The Gateway To Virtuous Truths,0,hedonistic game become gateway virtuous truth
Rachel Dolezal's brother: She's 'making up more lies',1,rachel dolezal brother make lie
Transforming hope into reality for patients of drug-resistant TB,0,transform hope reality patient drug resistant tb
Court ruling on NSA spying splits 2016 field,1,court ruling nsa spy split field
The Battle at UNESCO,0,battle unesco
"Rubio shifts tactics; Trump sticks to themes, seeks unity at subdued GOP debate",1,rubio shift tactic trump stick theme seek unity subdue gop debate
Poll: 6 in 10 Back Renewal of NSA Data Collection,1,poll back renewal nsa data collection
Baltimore in flames: senseless,1,baltimore flame senseless
"In Nevada caucuses, Trump gets a third straight win",1,nevada caucus trump get third straight win
How Ted Cruz outfoxed Donald Trump in Iowa,1,ted cruz outfoxed donald trump iowa
"Stronger together? Yes, Mrs. Clinton, but what does 'together' really mean?",1,strong together yes mrs clinton together really mean
Is This What You Think They Would Look Like? Supposed Pictures of Real Extraterrestrials,0,think would look like suppose picture real extraterrestrial
"Rep. Jason Chaffetz launches bid for House speaker, shaking up GOP leadership race",1,rep jason chaffetz launch bid house speaker shake gop leadership race
Hillary Clinton showed us a glimpse of her soul at Benghazi hearings. It was chilling,1,hillary clinton show we glimpse soul benghazi hearing chill
Orlando: The mainstream media serves up a false narrative about terror attack,1,orlando mainstream medium serve false narrative terror attack
"Jeb Bush Smoked Marijuana, Bullied Other Students In High School",1,jeb bush smoke marijuana bully student high school
Ted Cruz says motivating conservatives is key to winning White House,1,ted cruz say motivate conservatives key win white house
Netanyahu — Flanked by Boehner — Calls for 'Better Deal' with Iran,1,netanyahu flank boehner call well deal iran
What Is At Stake In The Election,0,stake election
Inside the swing-state playbooks,1,inside swing state playbook
Top 10 toxins that are poisoning your kids,0,top toxin poison kid
Even Doctors Are Surprised: This Recipe Renews The Knees And Joints!,0,even doctor surprise recipe renew knee joint
A suburban tide against Trump could sink his election bid,1,suburban tide trump could sink election bid
Anonymous Released Video Exposing Huma Abedin Days Before FBI Announcement,0,anonymous release video expose huma abedin day fbi announcement
Hillary Reveals Her Pick for Secretary of State – This Woman CANNOT be Elected!,0,hillary reveal pick secretary state woman can not elect
Open carry comes to Texas: Why the Lone Star state will be safer in 2016,1,open carry come texas lone star state safe
The Jeb Bush Health Plan: Five Ways It Differs From What Obama's Done,1,jeb bush health plan five way differ obama do
New Player in the ISIS War: Christian Gazillionaire Foster Friess,1,new player isis war christian gazillionaire foster friess
"CNN Fired Donna Brazile 2 Weeks Ago, Made It Public Now After Wikileaks Revelation",0,cnn fire donna brazile week ago make public wikileak revelation
Reduce Nurse Burnout by Treating Nurses as Well as We Treat Patients,0,reduce nurse burnout treat nurse well treat patient
Boehner takes revenge,1,boehner take revenge
How Asia trade deal could make or break Obama's foreign policy vision (+video),1,asia trade deal could make break obama foreign policy vision video
Suspects In Paris Magazine Attack Killed; Market Gunman And 4 Hostages Also Dead,1,suspects paris magazine attack kill market gunman hostage also dead
FBI Plan B fails: Clinton to be next president,0,fbi plan fail clinton next president
How U.S. Schools Can Improve Math Education - The Onion - America's Finest News Source,0,school improve math education onion america fine news source
Why riots happen in places like Baltimore,1,riot happen place like baltimore
"Re: Don’t CLICK that, stupid! Is this email from March 2016 where #PodestaEmails21 and others started?",0,don click stupid email march podestaemails21 other start
"Police Department Is Being Evicted – Lafayette, CA",0,police department evict lafayette can
"In a break with Obama, Clinton lays out tougher worldview",1,break obama clinton lay tougher worldview
House Republicans try to gut a key American principle,1,house republicans try gut key american principle
"After Gingrich Attacks Megyn Kelly Over 'Sex,' Trump Advisor's 'Threat' Against Her Blows Up Online",0,gingrich attack megyn kelly sex trump advisor threat blow online
Halloween Pumpkin Carving Scenes at the Hospital | GomerBlog,0,halloween pumpkin carve scene hospital gomerblog
Wall St. Republicans' dark secret,1,wall st republicans dark secret
"Poll: Trump, Carson top GOP race; Clinton leads Dems but support drops",1,poll trump carson top gop race clinton lead dem support drop
"Love Him or Hate Him, Anderson Cooper Just Put a 3rd Degree Burn on Newt for Megyn Kelly 'Sex' Insult",0,love hate anderson cooper put 3rd degree burn newt megyn kelly sex insult
Dreaming Beyond Capitalism: a Culture Without Fear,0,dream beyond capitalism culture without fear
Fact-checking the third round of GOP debates,1,fact check third round gop debate
Anonymous: World War 3 Is On The Horizon (In 2016),0,anonymous world war horizon
A Barbaric Race Of Underground-Dwelling Giants Once Inhabited The Mount Shasta Region...,0,barbaric race underground dwelling giant inhabit mount shasta region
The Murder Shaking San Francisco’s Liberal Soul,1,murder shake san francisco liberal soul
"Sanders sharpening message, attacks on Clinton after Nevada loss",1,sander sharpen message attack clinton nevada loss
McMullin surge threatens to squeeze Trump's already narrow path to victory,1,mcmullin surge threaten squeeze trump already narrow path victory
Proposed Bill Calls for Reconciliation Between Turkey and Armenia,1,propose bill call reconciliation turkey armenia
No Pain No Gain? Lockheed Struggles to Finalize Deal With Pentagon on F-35 Lots,0,no pain no gain lockheed struggle finalize deal pentagon lot
"Non-confrontational style, social media aiding Ben Carson's surge in polls",1,non confrontational style social medium aid ben carson surge poll
Shootings In Chattanooga: What We Know About The Alleged Gunman,1,shooting chattanooga know allege gunman
The fourth GOP debate is more about the party’s path than personal attacks,1,fourth gop debate party path personal attack
"PIERS MORGAN: “Get Off Your High Horse, Hillary. Only ONE Candidate is Up To Her Neck in FBI Probes and Her Name Isn’t Donald” – TruthFeed",0,pier morgan get high horse hillary one candidate neck fbi probe name isn donald truthfeed
Diehard GOP mom: No mother could ever vote for Trump,1,diehard gop mom no mother could ever vote trump
GRAPHIC VIDEO Shows White Officer Shooting Unarmed Black Man In Back,1,graphic video show white officer shoot unarmed black man back
GOP 2016 candidates look to seize momentum out of debates,1,gop candidate look seize momentum debate
Feds Arrest Two Women In New York City In Alleged Terror Plot,1,fed arrest two woman new york city allege terror plot
Trump or Clinton - Life or Death,0,trump clinton life death
"Trump, Clinton cautiously optimistic ahead of Iowa caucuses",1,trump clinton cautiously optimistic ahead iowa caucus
Trump in the White House    : Information,0,trump white house information
Democrats Playing Class Card To Split the White Vote,0,democrats play class card split white vote
White House: Obama would veto Keystone bill,1,white house obama would veto keystone bill
Massive Spike In Obamacare Health Premiums Could Boost Trump To Victory,0,massive spike obamacare health premium could boost trump victory
US-led coalition killed 300 Syrian civilians in 11 probed strikes – Amnesty,0,we lead coalition kill syrian civilian probe strike amnesty
Half Of Russians Fear Syria Could Spark WW3,0,half russians fear syria could spark ww3
Bill O’Reilly’s humiliating bust: Does Fox News have guts to suspend its own serial exaggerator?,1,bill reilly humiliating bust fox news gut suspend serial exaggerator
76ers Send Clear Message Over Anthem Singer's Shirt: Keep Politics Off the Court & Just Do Your Job,0,76er send clear message anthem singer shirt keep politic court job
Hillary’s cash flow issue,1,hillary cash flow issue
Iran Gives Investors Glimpse of $30 Billion in Oil Deals to Come,1,iran give investor glimpse billion oil deal come
"Charleston church massacre suspect caught, but answers elude victims' loved ones",1,charleston church massacre suspect catch answer elude victim love one
William F. Buckley would have loathed Fox News: Inside the right-wing media’s intellectual downfall,1,william buckley would loathed fox news inside right wing medium intellectual downfall
"Listen to the Donald Trump voters: It has taken an ignorant demagogue to tell truth about GOP, humiliate party establishment",1,listen donald trump voter take ignorant demagogue tell truth gop humiliate party establishment
Clinton says electing Trump would be 'historic mistake',1,clinton say elect trump would historic mistake
It’s A Setup: Dems Claim Russians Will Undermine Elections With Fake Documents Showing Voter Fraud,0,setup dem claim russians undermine election fake document show voter fraud
Conservatives Cheer Research Saying Cuts To Unemployment Benefits Helped The Economy,1,conservatives cheer research saying cut unemployment benefit help economy
The GOP front-runner? It's not Jeb Bush,1,gop front runner not jeb bush
Get Ready For Civil Unrest: Survey Finds That Most Americans Are Concerned About Election Violence | RedFlag News,0,get ready civil unrest survey find americans concerned election violence redflag news
Critics pounce as Obama again shows he isn’t easy on America,1,critic pounce obama show isn easy america
Key Time In Collective Human History,0,key time collective human history
Cruz allies prevail in North Dakota delegate race,1,cruz ally prevail north dakota delegate race
US Election an elaborate John Lewis Christmas campaign. More soon.,0,us election elaborate john lewis christmas campaign soon
Why the Iowa caucuses have such a massive impact on the presidential race,1,iowa caucus massive impact presidential race
So you think SUVs are safe? Shocking video,0,think suvs safe shocking video
"Hillary Clinton, Bernie Sanders: King's legacy is alive",1,hillary clinton bernie sanders king legacy alive
Russia's 'White Book' on Syria shakes up UN Security Council,0,russia white book syria shake un security council
Irony Redefined: “Human Rights Champion” Suu Kyi Jails Dissidents,0,irony redefine human right champion suu kyi jail dissident
Chart Of The Day: Since 2009—–Recovery For The 5%; Stagnation for the 95%,0,chart day since recovery stagnation
"Trump Will Go Away, but the Anger He’s Stirred Up Is Just Getting Started",1,trump go away anger stir getting start
14 key moments from the Democratic debate,1,key moment democratic debate
US-Korean Relations and the New US President | New Eastern Outlook,0,us korean relations new us president new eastern outlook
Seven things I’ve learned by covering the third-party candidates,1,seven thing learn cover third party candidate
"To nominate Clinton, it takes a village",1,nominate clinton take village
Podesta WikiLeaks UFO Updates — New Names Dragged Down the UFO Rabbit Hole,0,podesta wikileak ufo update new name drag ufo rabbit hole
Donald Trump’s statement on the Fox News debate has to be seen to be believed,1,donald trump statement fox news debate see believe
"With 95% of Votes In, All Signs Point to a Trump Victory in Florida",0,vote sign point trump victory florida
It’s No Surprise That Trump Might Not Accept Election Results. He’s Never Accepted Democratic Norms.,1,no surprise trump might not accept election result never accept democratic norm
"Obama's last State of the Union address in three words: Disjointed, irrelevant and disappointing",1,obama last state union address three word disjoint irrelevant disappointing
2016 Tribute to our Troops: veterans who continue to serve,0,tribute troop veteran continue serve
Limbaugh: Democrats would 'destroy Jesus Christ',0,limbaugh democrats would destroy jesus christ
Hillary Clinton's Second Amendment,1,hillary clinton second amendment
Chattanooga shooting: History of attacks on U.S. military,1,chattanooga shoot history attack military
"Obama calls for end to nuclear weapons, but U.S. disarmament is slowest since 1980",1,obama call end nuclear weapon disarmament slow since
Pentagon weighs using force to protect US-backed Syria rebels targeted by Russia,1,pentagon weigh use force protect we back syria rebel target russia
Global UFO “Invasion” Stirs Panic! Military Denies Involvement 10/29/16 [VIDEO],0,global ufo invasion stir panic military deny involvement video
Wreckage in wake of bungled House coup,1,wreckage wake bungle house coup
"Why Nevada was a bad sign for Bernie Sanders's ""political revolution""",1,nevada bad sign bernie sander political revolution
New York restores order for 2016 front-runners,1,new york restore order front runner
"If Clinton goes down, Loretta Lynch will go down with her",0,clinton go loretta lynch go
Pope calls on Catholics to shelter Europe's migrants,1,pope call catholic shelter europe migrant
The World War 3 Conspiracy – Episode 1,0,world war conspiracy episode
This dad’s tweets about Halloween with his young daughters are brilliant,0,dad tweet halloween young daughter brilliant
3 winners and 2 losers from Saturday night's Republican debate,1,winner loser saturday night republican debate
"The Oregon militia standoff, explained",1,oregon militia standoff explain
This is what it’s like to be a Bush stuck at the bottom of the polls,1,like bush stick bottom poll
Flashback: Clinton campaign’s press secretary once thought it was a bad look to second-guess James Comey – twitchy.com,0,flashback clinton campaign press secretary think bad look second guess james comey twitchy com
7 takeaways from the first Democratic debate,1,takeaway first democratic debate
Donald Trump: 'I want surveillance of certain mosques',1,donald trump want surveillance certain mosque
Ky. clerk’s attorney: New marriage licenses ‘not worth the paper they’re written on’,1,ky clerk attorney new marriage license not worth paper write
The GOP case against Loretta Lynch falls apart,1,gop case loretta lynch fall apart
Comment on Trump’s Walk of Fame Star Vandalized by MeThePeople,0,comment trump walk fame star vandalize methepeople
Ruth Bader Ginsburg regrets 'ill-advised' remarks about Donald Trump,1,ruth bader ginsburg regret ill advise remark donald trump
PressTV-Brazil football legend Carlos Alberto laid to rest,0,presstv brazil football legend carlos alberto lay rest
"Dead heat: Trump, Clinton tied in 3 swing-state polls",1,dead heat trump clinton tie swing state poll
Tony Blair helpfully describes Remain voters as ‘insurgents’,0,tony blair helpfully describe remain voter insurgent
The United States Is Pre-Positioning “Enemy Assets” In Preparation For A Rigged Election,0,united states pre position enemy asset preparation rig election
Russia’s Syria intervention may force choice on Obama: Act or yield,1,russia syria intervention may force choice obama act yield
2016 latest: Spirit of Christmas to be replaced with ‘Every man for himself’. More soon.,0,late spirit christmas replace every man soon
Ted Cruz launches bid; Some pundits paint him as scary extremist,1,ted cruz launch bid pundit paint scary extremist
Pope Francis at 9/11 memorial: 'We can never forget them',1,pope francis memorial never forget
Fights Over 'Religious Freedom' And Gay Rights Are Costing Republicans,1,fight religious freedom gay right cost republican
Breakthrough Listen Project to Focus on 'Alien Megastructure',0,breakthrough listen project focus alien megastructure
Prison sentences are getting shorter. But racial disparities are getting worse.,1,prison sentence get short racial disparity get bad
US election: Hillary Clinton's problem with young women,1,us election hillary clinton problem young woman
Neither Dictator nor King,1,neither dictator nor king
Comment on Man of Sin: Obama says illegal aliens can vote because they are U.S. citizens by Christian Zionist,0,comment man sin obama say illegal alien vote citizens christian zionist
The Most Unhealthy Jobs in America,0,unhealthy job america
Obama delivers emotional eulogy for Beau Biden,1,obama deliver emotional eulogy beau biden
Man burned by fajitas while praying can't sue Applebee's,1,man burn fajita pray can not sue applebee
Taliban Militants Attack Afghan Parliament In Kabul,1,taliban militant attack afghan parliament kabul
Close call: Russia-U.S. ‘near-miss’ problem moves to Syrian air space,0,close call russia near miss problem move syrian air space
Polls show GOP presidential primary fight wide open,1,poll show gop presidential primary fight wide open
Poll: Rubio leads the GOP pack in matchup against Clinton,1,poll rubio lead gop pack matchup clinton
Washington’s Intent is Economic Destabilization and “Regime Change” In Venezuela,0,washington intent economic destabilization regime change venezuela
GOP debate: No one trumps Trump and six other takeaways from Las Vegas,1,gop debate no one trump trump six takeaway las vegas
Mike Huckabee's daughter: Negative tone in GOP race helps Clinton,1,mike huckabee daughter negative tone gop race help clinton
One of the Most Undervalued Storable Survival Foods,0,one undervalue storable survival food
America gives Grand Piano to horse,0,america give grand piano horse
BREAKING: Obama: “We Have Not Had a Major Scandal” in My Administration! HAHAHA!,0,break obama not major scandal administration hahaha
Clinton turns Trump attacks up to 11,1,clinton turn trump attack
2 gunmen killed following deadly Tunisian museum attack that left 21 dead,1,gunman kill follow deadly tunisian museum attack leave dead
Winners and losers from the 7th Republican presidential debate,1,winner loser 7th republican presidential debate
"If you use Facebook to get your news, please — for the love of democracy — read this first",1,use facebook get news please love democracy read first
"Iraqi forces, civilians flee as ISIS gains control of Ramadi, US official says",1,iraqi force civilian flee isis gain control ramadi us official say
"VIDEO : Black Professor, “Black Voters Are Breaking For Trump”",0,video black professor black voter break trump
'America is already great': Obama urges US to back Clinton in DNC speech,1,america already great obama urge we back clinton dnc speech
"Clinton, Trump eye Michigan wins as candidates face first big Midwest test",1,clinton trump eye michigan win candidate face first big midwest test
Queen Elizabeth II owns every dolphin in Britain and doesn't need a driving licence and doesn't pay tax — here are the incredible powers you didn't know the monarchy has,0,queen elizabeth ii own every dolphin britain not need drive licence not pay tax incredible power not know monarchy
EgyptAir Flight 804: Final moments questioned,1,egyptair flight final moment question
How Donald Trump could win,1,donald trump could win
The Republicans' Red Scare,1,republicans red scare
A Message to my Fellow Republicans,1,message fellow republican
Cameron set to press Obama on tech encryption,1,cameron set press obama tech encryption
Man uses Trump victory as excuse to call ex-girlfriend,0,man use trump victory excuse call ex girlfriend
"Extreme weather to cause extreme food shortages, task force finds",1,extreme weather cause extreme food shortage task force find
San Bernardino divers reportedly pull object from water in evidence search,1,san bernardino diver reportedly pull object water evidence search
Death of Saudi King Abdullah brings uncertain new era for US in Middle East,1,death saudi king abdullah bring uncertain new era us middle east
Rembrandt Art Proves Chapter 22 of Genesis (MUST SEE),0,rembrandt art prove chapter genesis must see
Fact-checker takes Obama to task for gun claims,1,fact checker take obama task gun claim
3 Year Old Son of Singer Michael Bublé Diagnosed With Cancer,0,year old son singer michael bublé diagnose cancer
Obama's Remarks on 'Most Peaceful' World Ring Hollow in Dangerous Middle East,1,obama remark peaceful world ring hollow dangerous middle east
Re: America Is The Loneliest Country In The World – Is It Because We’ve Abandoned The Traditional Family Structure?,0,america loneliest country world abandon traditional family structure
John Kasich wooing Iowans mostly from New Hampshire,1,john kasich woo iowan mostly new hampshire
"Syrian War Report – November 9, 2016: Russian Navy Is Ready to Strike Terrorists in Aleppo",0,syrian war report november russian navy ready strike terrorist aleppo
The #1 Reason Why People Are Voting for Trump,0,reason people vote trump
Why Trump's talk of a rigged vote is so dangerous,1,trump talk rig vote dangerous
Is Western Civilization Worth Saving?,0,western civilization worth save
Secretive GOP Group Targets Trump for Destruction,1,secretive gop group target trump destruction
The Fantasy of a Better Iran Deal,1,fantasy well iran deal
Netanyahu’s contempt for President Obama,1,netanyahu contempt president obama
Meet The Couples Fighting To Make Marriage Equality The Law Of The Land,1,meet couple fight make marriage equality law land
GOP’s demonic new crusade: Right-wing zealots look for even crueler ways to treat the poor like garbage,1,gop demonic new crusade right wing zealot look even cruel way treat poor like garbage
Candace Cameron Bure Dishes on the Main Conservative Issue Driving Her to the Polls,0,candace cameron bure dish main conservative issue drive poll
Ben Carson vs. Ben Carson,1,ben carson vs ben carson
"Carson, GOP White House candidates critical of Obama’s Syria plan for 50 Special Ops troops",1,carson gop white house candidate critical obama syria plan special op troop
No Account for You,0,no account
Iran nuclear talks reportedly hit snag over lifting of sanctions as Obama makes appeal to Iran's people,1,iran nuclear talk reportedly hit snag lift sanction obama make appeal iran people
Mitch McConnell Pledges To Avoid Debt Ceiling Disaster,1,mitch mcconnell pledge avoid debt ceiling disaster
Hillary Clinton: The Alt-Right Has 'Effectively Taken Over the Republican Party',1,hillary clinton alt right effectively take republican party
Nation Mourns 9 Victims In Charleston Church Shooting,1,nation mourn victim charleston church shooting
Steve Pieczenik: U.S. Intelligence Waging Coup Against Corrupt Clintons » REGATED,0,steve pieczenik intelligence wag coup corrupt clinton regate
Comment software has been rolled back to old version,0,comment software roll back old version
Round Up the Unusual Suspects: Moneyball Nerds Squeeze Out Blacks & Latinos from Baseball Jobs,0,round unusual suspect moneyball nerd squeeze black latinos baseball job
Trump VP’s plane slides off runway at New York airport,0,trump vp plane slide runway new york airport
UK Child Protection Services workers are ‘afraid’ to challenge the ages of Muslim invaders for fear of ending up in court,0,uk child protection service worker afraid challenge age muslim invader fear end court
Anti-Communist Group Makes Their First Ever Endorsement Toward The Donald.. Media Silent,0,anti communist group make first ever endorsement toward donald medium silent
Lynch faces Congress in attorney general hearing,1,lynch face congress attorney general hearing
The Conspiracy “Theory” Conspiracy [Video Documentary],0,conspiracy theory conspiracy video documentary
Clinton's Policies Look Like a Death Sentence for Americans,0,clinton policy look like death sentence american
State Dept. IDs 2 Americans killed in Nepal quake; 2 others reportedly dead,1,state dept id americans kill nepal quake other reportedly dead
Time to press the presidential candidates on Flint’s water crisis,1,time press presidential candidate flint water crisis
This is why Trump was smart to avoid her: Megyn Kelly just crushed the GOP debate,1,trump smart avoid megyn kelly crush gop debate
"Life: Touching: After Her Brother Passed Away, This Woman Took Over His Facebook Page To Continue Sharing Islamophobic Rhetoric",0,life touch brother pass away woman take facebook page continue share islamophobic rhetoric
Clinton Foundation will continue to accept foreign money during Hillary's run,1,clinton foundation continue accept foreign money hillary run
"Boy wearing a ‘My dad is an ATM’ T-shirt chased by mob; father frisked, robbed",0,boy wear dad atm shirt chase mob father frisk rob
Why Isn’t NSA Surveillance an Election Issue?,0,isn nsa surveillance election issue
"Genius Kid Trolled White House Halloween Party, Idiot Obama Didn’t Notice",0,genius kid troll white house halloween party idiot obama didn notice
Police Turn In Badges Rather Than Incite Violence Against Standing Rock Protesters,0,police turn badge rather incite violence stand rock protester
The judge immigration foes wanted,1,judge immigration foe want
Madman Merkel Demands the Internet Publicly Release All Closed-Source Code,0,madman merkel demand internet publicly release closed source code
Here's How Obamacare Is Going To Affect Your Taxes,1,obamacare go affect taxis
George Will: Trump's judge comments prompted exit from GOP,1,george trump judge comment prompt exit gop
